song,year,artist,genre,lyrics
three-years-later,2006,chumbawamba,Rock,one two three year later complac set patient sit watch telli thursday thursday radio turnsday noth got money stop make friend got money stop squander money nowaday stop noth got money stop
3-we-want-beans-not-goals,2006,chumbawamba,Rock,rememb mexico dirti diego saint greav cover crack econom crisi camera show viewer notic earthquak victim still shack 000 steelwork given sack protestor demand bean goal realiti hidden spectacl prevail creat divers hide real poverti pocket full money stomach still empti
irish-joke,2006,chumbawamba,Rock,heard one irishman sick tire irish joke said farewel folk left home fun pack cloth gatl gun secretli ill intent hous parliament politician sit croak invent racist joke pull gun coat loudli shout vote heard one irishman last laugh
hey-hey-we-re-the-junkies,2006,chumbawamba,Rock,good even top night cast possibl link murder music hey hey junki hey hey junki sticki page hello hopper nero rome see social big gun go bang bang bang hey hey junki hey hey junki hey hey junki ma junki put put put wamba fashion blue crime never pay hero handsom fashion blue pretti children popular ugli children cynic fashion blue mother never work singl women alway fashion blue polit exist automobil screech come stop fashion blue problem solv slightli less half hour
this-year-s-thing,2006,chumbawamba,Rock,roll roll greatest show earth anim clown freak misfit contortionist fun famili current resid file tie elast stubborn like weed saw ego grow good work order adjust spanner industri junki regurgit cabaret hammer run show let hear year thing come last year thing come next year thing come step right way thrill chill spill marvel dare feat pure entertain karaok sex spend night togeth made date elvi someon runner group bread butter heard colonel sing packet twenti learn sickalongadanbert one good smoke nineteen burn never saw string attach jump littl higher live fire die fire dog manger dodgi brown packet suspici look wire starter ten behind pane glass special backstag pass hear never been meet manag keck kiss ars watch happen time one two three four year thing year thing year thing polit year thing
shipbuilding-1983,2006,chumbawamba,Rock,worth new winter coat shoe wife bicycl boy birthday rumour spread around town women children soon shipbuild well ask boy said dad go take task back christma rumour spread around town someon said someon got fill say peopl get kill result shipbuild world dive dear life could dive pearl rumour spread around town telegram pictur postcard within week open ship yard notifi next kin skill shipbuild world dive dear life could dive pearl
martini-people,2006,chumbawamba,Rock,anytim anyplac anywher wonder world share stink rich enough martini peopl happi peopl alway smile get paid sing danc parti south franc would got chanc uncork speedboat bottl whisk away realiti today packag dreamland screen sunday magazin fanci cigarett packet dead anim jacket big flashi car run british petroleum invest australia uranium dinner serv
coca-colanisation,2006,chumbawamba,Rock,rich world persuad third world use advertis pressur tradit food inferior establish nutrit swap quick commerci gain
home-with-me,2006,chumbawamba,Rock,world world san christob new year day sunni beach blue coral kirkstal sky timores sunris fairfield horsesho snow clash world tokyo bar counti cork heavi rain new york sail seven sea carv love tree brought whole world home home world world barcelona cobbl street pari 1968 word along berlin wall fall sail seven sea carv love tree brought whole viltti home home world world graceland memphi tennesse kill time napoli autumn warsaw grey green kronstadt 1917 sail seven sea carv love tree brought whole world home home
hear-no-bullshit-on-fire-mix,2006,chumbawamba,Rock,ahhh hear ahhh hear figur speech artist start teach start teach reach heart peopl realli truli give damn music whether man woman book book book book book could write book wife know teach like chalk pac pari rebel rap stupid listen may say anoth brother get money well right need money like honey right thing rap sing jump around stage show girl black ding ling imag base bodi music hobbi thing go music industri money brain insan fame fame endlessli take get wors get well vex listen second vers song stop look listen hear bullshit see bullshit say bullshit diss think god gift liar would piss fire say fusion alway like cuss caus chang world miss bu sorri sorri sorri flavor month criss cross vanilla markey mark funki bunch markey mark surround negro need blacki rap hero brain put test fourth damn small muscl bound chest criss cross say hope beat matur beat stay vanilla huh sometim ponder ice ice babi one hit wonder credit rough without doubt make jump shout make idiot shut mouth say peopl consciou lyric rapper cat evil spirit need said plastic music drop dead fusion hip hop mission hear bullshit see bullshit say bullshit diss think god gift liar would piss fire pom pom consciou woman say woman first caus alway man respect due caus said women need war micketi mack vanilla ice markey mark pretend black book book book book book brain lyric must insan video take mtv twenti women one man realiti pleas even give crap must reason give heart attack love song come straight heart ass liquor ass fob clich crap clich crap top map chart whatev want call stop drop listen radio watch televis word speak diss think god gift liar would piss fire lizard tongu tell stori fire lick spittl mouth
smash-clause-29,2006,chumbawamba,Rock,oscar wild oscar wild tell london town pay visit queen oscar wild oscar wild tell saw saw queen coutier cook new law saw corridor power closet wall wall saw truth truth behind emperor new claus burn book close eyes everi possibl got keep job collabor enemi keep throw stone though hous made glass help make mccarthyism popular last bless moralist judg patriarch bless gutter press aid joke comedian prais guilt monger fear builder sin fetishist glori glori halleluia truth march one ten driven underground divis get wider hide inclin behind straight face bibl third reich moral cap fit design label hypocrit come offic knock door got care order pocket uniform radclyff hall time tear claus come preacher check soul late sir would rather fall eat bread drink wine still tear claus come judg hammer hand gone deaf bigot command justic cross thin blue line tear claus come brick head way concret opinion say want say save soul mine fine shred claus
39-bowls,2006,chumbawamba,Rock,bee buzz bird sing jack turn crown lawnmow distanc wood come nice round sit near green chat bad rub block line watch throw length bia garden cut fine see tomorrow ada see tomorrow bill
yup-under,2006,chumbawamba,Rock,yuppi taught keen sport two slice wholem loaf towelett jog suit round park quick game squash stave heart attack plan diet filofax world particip bought yuppi taught keen sport
ulrike,2006,chumbawamba,Rock,sometim wonder sometim wonder ten thousand deutschmark hand sometim wonder sometim wonder make live sometim wonder think bone sold long gone think want sell soul sunday wait say sorri want green wise men say fool rush help fall love think walk bank stand queue think press plexi glass talk wait say sorri want green
hanging-on-the-old-barbed-wire,2006,chumbawamba,Rock,want find gener know know know want find gener know pin anoth medal chest saw saw pin anoth medal chest pin anoth medal chest want find colonel know know know want find colonel know sit comfort stuf bloodi gut saw saw sit comfort stuf bloodi gut want find sergeant know know know want find sergeant know drink compani rum saw saw drink compani rum drink compani rum want find privat know know know want find privat know hang old barb wire saw saw hang old barb wire hang old barb wire
2-chelsea-s-back-four,2006,chumbawamba,Rock,close circuit hooligan guinea pig footbal fan use footbal bad reput crowd control oper seiz chanc justifi public order act thick blue line chelsea back four jame anderton
homeless-hotel,2006,chumbawamba,Rock,well sinc babi left found new place dwell south market street homeless hotel feel lone babi feel lone babi feel lone could die yuppi hate cop dress black drag golden gate park said come back feel lone babi feel lone babi feel lone could die spare chang elvi tell elvi say nut one day drag away jailhous rock feel lone babi feel lone babi feel lone could die
90-p-e,2006,chumbawamba,Rock,new game tutor like teacher blatant ideolog tri instal everi opportun would press compet taught butt kick stamp feet punch goug scrum got ruthless want winner son peopl get hurt battl top well natur select realli help never afraid healthi competit never let capit base upon never afraid healthi competit never let capit base upon never afraid never let
59-graham-hill,2006,chumbawamba,Rock,twenti year graham hill risk life limb drove circuit world said would kill go fast fine way win one crash could make mockeri famou cheeki grin ironi would year retir light aircraft pilot explod die
kinnochio,2006,chumbawamba,Rock,sit comfort begin stori kinnochio man ran parti ponder size nose man plead leadership grovel scab lie nod smile sunk low whilst nose foot happi face slowli began grow littl littl notic nose enorm size direct equal proport polit compromis despit strenuou effort put world right nose continu slowli extend move toward right eager power grovel vote could measur popular increas size nose danc puppet graft wood control string oper
times-of-crisis,2006,chumbawamba,Rock,get wors earth look properli estim lifespan anoth four billion year 1983 two fals alarm impend nuclear war everi three day say alarm normal present problem provid identifi fals alarm said 1983 two fals alarm impend nuclear war everi three day time crisi weapon system alreadi alert less eight minut decid whether attack underway forti convent war go world today time crisi might say say wait longer eight minut would risk surpris attack loss command control trade call use lose problem translat mean gon hit make sure hit first look anoth way singl american strateg submarin carri 160 warhead enough elimin everi soviet citi 200 000 peopl cours soviet submarin could america nuclear weapon power oper hundr submari averag forti sea one time conspiraci two men submarin command radioman could pretend receiv order launch nuclear missil without actual receiv order 1983 two fals alarm impend nuclear war everi three day 1983 thatcher elect sleep peopl 1984 reagan elect sleep peopl 1985 determin destini let move world peopl last free determin destini
i-m-not-sorry-i-was-having-fun,2006,chumbawamba,Rock,time got woodstock go flame june silveri moon song turn got got got got got got got got got got got got got got got got got got got got sorri fun sorri got old time religion still cross picket line got rush limbaugh side got ricki tomlinson mine got got got got got got got got got got got got got got got got got got got got sorri fun sorri got got got got got got got got got got got got got got got got got got got got sorri fun sorri
the-bull-fights-back,2006,chumbawamba,Rock,matador impal upon horn beast toss flip sequin rag doll frighten tortur mutil anim got back saw pictur newspap could think
18-the-bull-fights-back,2006,chumbawamba,Rock,matador impal upon horn beast toss flip sequin rag doll frighten tortur mutil anim got back saw pictur newspap could think
i-still-haven-t-found-what-i-was-looking-for,2006,chumbawamba,Rock,love love love love climb highest mountain run field run crawl scale citi wall citi wall still found look still found look kiss holi lip felt heal fingertip burn like fire burn desir spoke tongu angel held hand devil warm night cold stone still found look still found look love love love love believ kingdom come color bleed one bleed one ye still run broke bond loos chain carri cross shame shame know believ still found look still found look somewher rain hic
96-the-incompatibility-of-sport-and-cosmic-consciousness,2006,chumbawamba,Rock,play cricket longest wicket jump swim live gym come term exist part univers gaze sky think lavatori tune astrolog well get realli confus complic score system use tenni get around cano race car balloon drink squash eat polo mint climb mountain solo get head round salvador dali weirdo stuff realli feel fine planet line see futur hand live land see frank bruno ask star sign think whether physic mental inclin imagin fun could could combin know speak weakl cosmic kind mind feel sport emot unifi kind whatev like whether win make sure game fairli play tri smile lot whatev good make got caus whatev good make got
comic-tragic-magic,2006,chumbawamba,Rock,mummi mummi mummi got pain got pain tummi hurt well truli shat stain scar brutal day day live comic tragic magic dead yet full submerg still got life yet mummi mummi mummi earth gon stand cours world mess stuck head still mess see soz got dash got get shit togeth keep thing move make use mummi mummi mummi mummi mummi mummi mummi mummi earth hear call
21-desmond-lynam-s-sports-trivia,2006,chumbawamba,Rock,height montezuma shore sicili rainplain africa across shine sea east west rainforest dustbowl bigger jesu bigger rock roll sport love loath get away play watch talk world backstreet napl dockland hull bigger jesu bigger rock roll sport livingston stanley sit hut african jungl talk stuff would discov big contin would dare one els went bush came skinni littl kid wear liverpool strip nfl helmet brand new cricket boot packet question trivial pursuit happen rugbi union minnow shirley wander went twickenham stole set goal post intern
bad-dog,2006,chumbawamba,Rock,puppi eye puppi eye tear cloth spit pride roll roll roll roll pretti pleas pretti pledg chase away chase away nasti nasti snap nasti bite spit nasti nasti hammer hammer teeth nail sit sit sit sit bet beg bet blink bet clever trick heel fetch run lie nasti nasti snap nasti see eye puppi eye roll die die bad dog bad dog bad dog bad dog play fill troubl spice nasti nice nasti nice slip lead fight bite bark softer bite roll roll mock chew spew mouth hammer hammer teeth nail bad dog bad dog good girl pat pat bad dog smack smack bitch give back slap slap slap slap puppi eye start play nasti dog day heaven hell live tale tell drive wheel cog master snarl dog hammer spanner sir tabl manner histori bad good bad good bad dog good bad good bad good girl stay tune style think funni record think made laugh know made cri goe goe goe corrupt corrupt boy girl derbert nobacon transvestit group like like
84-jimmy-hill,2006,chumbawamba,Rock,wing angel dirti black ars crow would fli bbc studio shit bastard shit shit shit bastard shit shit shit bastard
91-school-team,2006,chumbawamba,Rock,alway want play school footbal team coach said fast enough good seem use watch practic never got game went everi trial everi time fail want pele unlik mate ambit want play footbal team would travel play school would never take bu although beg cours would return talk robbo goal littl nobbi forder took defens nineti minut reliv well seem sat awe watch play dream dream play dream dream never real thing would never let play said good enough would get way one day happen real scorcher mid march paul robbo broke leg nobbi forder holiday franc kevin soaper big nose duggan caught chicken pox home confin bed nurs itchi spot import semi final second leg cup local rival queensburi boy school one nil coach turn desper plead help big chanc david make number well grin ear ear must look quit chuf seiz opportun told get stuf
the-rise-fall-rise-of-greavsie,2006,chumbawamba,Rock,greavsi well black lad gettin banana thrown well seem bit unfortun mean sit bench start anoth drink drown sorrow watch geoff hurst hat trick pressur success led bottl famou drink footbal person see everi week clever mouth feet song critic think say mean seem bit unfair mean breakfast death greavsi
education,2006,chumbawamba,Rock,boss tomorrow call fc fascist conserv sheep claim know best tie dad financ school want progress capit imperialist rule goe show higher educ thing blind kid lie inform student think vast experi life know understand answer world problem peopl around world without food civil liberti peopl nicaragua ireland chile salvador grenada south africa well ignor peasant without univers educ let educ stand way boss tomorrow confront today
babbernation,2006,chumbawamba,Rock,countri walk one day get urg got look around make sure one around pull pant face ground think well toilet like got eat eat call starvat babber constip
31-shin-paring,2006,chumbawamba,Rock,hey bugger clog sunday cap sunday tog come along pare shin winner often win hey away kick oppon shin hey away leg made bleed hill noth pike todmorden battl villag fete shin clog meet hey away kick oppon shin hey away leg made bleed hey away kick oppon shin hey away leg made bleed
tub-thumping,2006,chumbawamba,Rock,get knock get never gon keep get knock get never gon keep get knock get never gon keep get knock get never gon keep drink whiskey drink drink vodka drink drink lager drink drink cider drink sing song remind good time sing song remind best time get knock get never gon keep get knock get never gon keep get knock get never gon keep get knock get never gon keep drink whiskey drink drink vodka drink drink lager drink drink cider drink sing song remind good time sing song remind best time get knock get never gon keep get knock get never gon keep get knock get never gon keep get knock get never gon keep get knock get never gon keep get knock get never gon keep get knock get never gon keep get knock get never gon keep get knock get never gon keep get knock get never gon keep get knock get never gon keep get knock get never gon keep get knock get never gon keep get knock get never gon keep get knock get never gon keep get knock get never gon keep get knock get never gon keep get knock get never gon keep get knock get never gon keep
the-good-ship-lifestyle,2006,chumbawamba,Rock,good ship lifestyl friend jump ship elect captain loneliest voyag ever crow nest see land first mate first mate good ship lifestyl sail away world sail away world steer cours cours nowher drop anchor littl empir go nowher good ship lifestyl go nowher good ship lifestyl go nowher good ship lifestyl fli flag dinner one captain tabl repel boarder draw curtain tighter crew crew good ship lifestyl
last-taxi-ride,2006,chumbawamba,Rock,one last taxi ride die destini cri ride carelessli around avenu watch light fairi light thousand convers said want say one last taxi ride die destini cri sleep dear friend wake end must silent citi street pave blood watch world come know around avenu million mile one last taxi ride die destini cri thousand convers said want say one last taxi ride die destini
thorn-emi-lighting,2006,chumbawamba,Rock,raw materi run tungsten put light bulb light bulb compani use make light bulb run instead make one last year know got know car sell sell keep sell well car coal electr power got ultim power one way power nuclear power chain react accumul ill cure kill question ask much cost much make much cost much make well kind expens govern give big big grant bit work good invest mean touch realli caus last forev much cost much make cost earth see see radioact hear radioact smell radioact kill
scare-city,2006,chumbawamba,Rock,spread diseas insect carri shit spread contact shit peopl shit return put shit think noth left learn keep spread diseas insect peopl built scare citi high food mountain advertis men move plush concret draw offic start juggl around idea came concept concept need anagram eden market need shit everi occass replac real need crave purifi packag shit wast product wast becam product coca cola drunk two hundr fifti million time day hundr forti five differ countri shift shit anywher want want anywher time shift yeah eighteen million children starv death last year shift food fuck profit
94-rip-it-up,2006,chumbawamba,Rock,mani crap program mani advert much matthew engel bullshit enough dirt media program dull mundan fill space noth left say rip start rip start rip start rip start fingerpost terrac talk wise men say elmsi ender absolut game view ball could bought latest sunday come kick northern light citi gent voic valley crook spirit eagl eye pie could bought latest saturday come
57-in-praise-of-sumo,2006,chumbawamba,Rock,like two gigant buddha someon carv jelli huge yet nimbl strong yet gentl pace sawdust circl flicker emot huge yet nimbl strong yet gentl year dedic mental prepar huge yet nimbl strong yet gentl two gigant buddha someon carv jelli huge yet nimbl strong yet gentl two blancmang mountain plate sand
www-dot,2006,chumbawamba,Rock,dot dot dot murdoch show around new religion beat rhythm wal mart wall wall kodak babi land plenti honey blew world dot dot dot
man-papers-his-crack,2006,chumbawamba,Rock,hey manfr back come come unclean man turn back paper crack turn cheeck odour reek wash hand fool mister clean got brown hand piec momma natur land got brown gland care momma natur land hey manfr manfr listen come listen man insid brown somewher got biz quit hold ground matter brown still smell let man come soul soil long brown stick round take away brown start go go go go go
poverty-knock,2006,chumbawamba,Rock,dear go late gaffer stood gate pocket wage dock buy grub slate wage bring often short string fight gaffer snatch know breast cling sometim shuttl fli give poor woman clout lie bleed nobodi heed go carri dear poor head sing woven three string thread break back ach dear wish wing poverti poverti knock poverti poverti knock poverti poverti knock
wormkind,2006,chumbawamba,Rock,creation much blue upon time pile brown brown grew pip seed worm crawl brown life flourish multipli multipli pip seed grew plant tree bore fruit easten wormkind worm grew wing fin arm leg grew animalkind animalkind creatur walk earth fish swam sea bird flew tree came pip seed return earth along gener help brown life continu grow flourish brown green green brown like like season regener alway regener earth everybodi home everi free grow roam root everywher everyth depend exist exist one whole earth catalogu exist one big happi famili exist one web destini exist one earth togeth
graham-hill,2006,chumbawamba,Rock,twenti year graham hill risk life limb drove circuit world said would kill go fast fine way win one crash could make mockeri famou cheeki grin ironi would year retir light aircraft pilot explod die
why-can-t-we-sing-about-something-nice,2006,chumbawamba,Rock,sing someth nice expos shit appreci passion order find nice wade oppress
11-heysel-stadium,2006,chumbawamba,Rock,heysel stadium easi rememb game continu despit disast million viewer got carri would financi suicid stop point readi made scapegoat readi blame hooligan fight ruin game ignor bad plan cram fan right next crumbl stand put money safeti caus death whilst greedi boss box shout turn red get bodi back full ten yard cover advertis board
79-australian-rules-football,2006,chumbawamba,Rock,player watcher one know rule make game great get slug oppon make game great make game great make game great
and-in-a-nutshell,2006,chumbawamba,Rock,compani director spin globe look atla world supermarket lifestyl thousand nation compani control coca cola got machin everi land one got teeth bite hand stole labor cultur live creat coca cola paradis swallow soft drink lie let take blindfold eye
49-armchair-sport,2006,chumbawamba,Rock,grandstand finish sport two noth much left lazi leav armchair manag plug comput pretend exercis play sport press key day well never meant way comput sport high tech societi televis crippl noth much left get live room kit mark get set get fit
101-running-order,2006,chumbawamba,Rock,ran round block thought go die said would never run anoth tri felt littl better caus els know one made decid gave time think chanc unwind thought go run wise spent time whilst aim work take home pay run meant would done someth use day found weak test strength els decid alright like
24-games-were-fun,2006,chumbawamba,Rock,come best athlet poshest kit slow fat thin spotti one short fit never linger chang room home made note bat got caught come sporti type first grow breast mark spark bra squirm vest never wore sister short wrong initi limp back cross countri two hour behind schedul come said game fun want truth ask one never
just-look-at-me-now,2006,chumbawamba,Rock,tell lie need fingerprint button coat catch death cold throw away book build windmil three mile moor empir wait look take world win look towni home whisper tower babel need shoe sharpen sole everi simpl joy make complic need know put meat around bone look take world win look look feet ground sight fix horizon
passenger-list-for-doomed-flight-1721,2006,chumbawamba,Rock,attent pleas final call flight one seven two one bill gate richard branson jack straw bye bye bye bye billi graham gerhard schroeder toni blair bye bye bye bye bori yeltsin mick hucknal tipper gore bye bye bye bye ian paisley paulin hanson courtney love bye bye goodby bye bye goodby bye bye goodby bye bye goodby bye bye garri bushel paul condon alli mcbeal bye bye bye bye jean mari pen janet reno bill clinton bye bye bye bye judg sabo bono howard stern bye bye bye bye gener pinochet nicki wire rupert murdoch bye bye goodby bye bye goodby bye bye goodby bye bye goodby bye bye
rich-popstars-make-good-socialists,2006,chumbawamba,Rock,missionari south come put word ignor mouth big compani muscl flex pull along seat keck popstar lead promis land rich bastard command respons hand work parti cheer band red banner angri lawyer keep check bob tanner old danc five year plan never bridg gap star fan unsaid left unsaid boss lure popstar bed allow indulg polit bread mani peopl agre led pie piper came today autograph autograph lead away town behind piper cliff river
tony-blair,2006,chumbawamba,Rock,toni said would true believ like fool seen eye toni promis world kind girl toni noth lie toni promis would good said would come back someday toni date girl use hate believ singl word say toni promis someth new old cheat time say goodby toni said thing would chang end toni noth lie toni promis would good said would come back someday toni date girl use hate believ singl word say toni noth lie noth lie noth lie
16-a-lament-to-the-best,2006,chumbawamba,Rock,georg winger laid rest shirt advert across breast richest georg boot lace side irish shirt wore pride pictur mike summerbe bride georg dream dribbl past citi back four leav joe corrigan fumbl floor stretford end sing besti georg boutiqu carnabi street gambl hors aintre meet magic feet know granada everi week want come back seen georg oghani charli georg
45-sporting-ties,2006,chumbawamba,Rock,wife wash footbal strip wife buy sport sock iron kit lose golf shoe wife look call teamwork call teamwork wife repair badminton short wife type team report wife feed kid whilst court call teamwork call teamwork call teamwork
sewing-up-crap,2006,chumbawamba,Rock,know chain chain chain cut price empir clean cut line perfect bodi dirti mind rule game say look chain chain chain put spin take pencil make virtu keep quiet know want know chain chain chain talk child play count birthday stitch time say look way rule game say know name chain chain chain span hundr year make kill corner market keep quiet chain chain chain work gap sew crap one chimney goe two hawk tray match three brave weav floor pray life four five pit descend six plow field meadow seven spin handloom round eight lie burial ground
54-the-englishman-abroad,2006,chumbawamba,Rock,mad dog englishmen midday sun take local everi man jack stupid drunken gobbi tough excus good enough arrog ignor insens piss noth prove prove fist england chief export footbal hooligan embarrass sport
rappaport-s-testament-i-never-gave-up,2006,chumbawamba,Rock,surviv never gave tell never gave surviv never gave tell almost plan ahead drank ate made love learnt snatch whatev could never ask piti never gave twenti month kept account end balanc sometim vomit happi memori sometim laugh loud crack face meet hitler place spit preciou soup face account settl see caus hitler never ever got better never gave never gave crawl mud never gave
naming-names,2006,chumbawamba,Rock,sniffer clark chopper harri doog crazi hors norman bite yer leg barnsley spud bonetti cat alan ball white alan ball white alan ball white boot
36-a-regular-guy,2006,chumbawamba,Rock,boy hero born savior empir come save nation game odd umpir simpl cricket champion bravado darl tabloid caus got trendi hairdo game troubl fill advertis space hero pad media face medium pace
big-mouth-strikes-again,2006,chumbawamba,Rock,sweet sweet joke said would like smash everi tooth head sweet sweet joke said right bludgeon bed know joan arc felt know joan arc felt flame rose roman nose walkman start melt bigmouth bigmouth bigmouth strike got right take place human race bigmouth bigmouth bigmouth strike got right take place human race know joan arc felt know joan arc felt flame rose roman nose hear aid start melt bigmouth bigmouth bigmouth strike got right take place human race bigmouth bigmouth bigmouth strike got right take place human race bigmouth bigmouth bigmouth strike got right take place human race bigmouth bigmouth bigmouth strike got right take place human race
saying-no,2006,chumbawamba,Rock,got find mani way mani way find say way govern multin compani got find mani way mani way find say way govern multin compani yeh got find mani way mani way find say way govern multin murder bastard
knit-your-own-balaclava,2006,chumbawamba,Rock,twelv stitch sixteen row two inch overpack number ten needl cast one hundr twenti one stitch knit one purl one repeat end knit one purl one knit one purl one knit one purl one knit one purl one repeat knit seven half centimet finish second row chang number eight needl knit one purl one repeat end knit one purl one knit one purl one knit one purl one knit one purl one cast twelv purl last twelv stitch break acryl turn rejoin knit two purl two last two stitch knit two purl two knit two purl two knit two purl two knit two purl two continu til work measur twenti five centimet finish wrong side row cast twenti eight cross thirti three break rejoin cast sew knit one purl one knit one purl one knit one purl one knit one purl one
the-birmingham-six,2006,chumbawamba,Rock,birmingham 1974 occur bloodi murder twenti one peopl kill bomb britain reel horror within three hour british state found first avail scapegoat five irish men bound belfast board boat stori sad true six men fals imprison someth say british justic best world tell well cours vest interest serv men taken morkham test explos test sinc prove ambigu time held conclus one scientist word suffici condemn irish men like vultur polic move begin interrog circumst well think men right observ cop thought bomber think kept judgement reserv innoc till proven guilti mean alon polic hous surround cop kick around like ball dark windowless room half dozen detect wait billi power thrown seriou question begin kick hit punch side spread eagl wall kick hit voic dark said stretch ball soon poor billi surrend scream tell anyth want say sat excretia could hardli speak remain daze whilst cop compil statement plant bomb threaten treatment billi sign confess thursday night becam friday night five men took back birmingham threat violenc continu tast come depriv food sleep part procedur break men johnni walker black twice unti hand sign confess richard mcilkenni threaten gun cop said shoot home offic would given permiss cop ask go sign put gun head play russian roulett blank bang mcilkenni thought dead hugh callaghan sixth man pick berm tortur done made sign confess mass murder six men kept isol contact monday morn got duti solicitor still separ unbutton shirt show would beaten solicitor fill legal aid form said time refus look obviou injuri johnni walker black eye court day tri unbotton shirt majistr said let take away leland worker stage walkout banner read hang ira labor govern empow time rush pta war irish peopl british want vengeanc despit glare omiss call confess six men chanc judg dismiss claim said would meant would conspiraci fifteen offic two differ forc imposs polic fact becam hero got promot victori medal six men got life imprison fifteen year still jail men protest innoc fell mainli deaf ear want bring policemen trial appeal took seven year lord den dismiss case hand say action realli meant state machin could never admit done wrong anoth six year anoth appeal anoth set judiciari uphold origin convict safe satisfactori ever get state judg wrong well would peopl say would say know real enemi would form ira let tell stori sad true six men fals imprison someth say british justic best world tell well cours vest interest serv long remain ignor fight war ireland long remain silent imprison want long keep eye shut continu contain long remain passiv trampl dust hugh callaghan patrick hill richard mcilkenni johnni walker gerri hunter billi power still fight freedom fifteen long year spirit shall remain state dead state dead state dead gone
the-candidates-find-common-ground,2006,chumbawamba,Rock,full employ slave labor scheme unemploy workforc capitalist dream let keep britain work either way must keep britain work convent weapon kill peopl nice nuclear weapon keep peac weapon definit either way must defend nation one big boss privat lot littl boss someon control cours either way must someon give order toast democraci prison guard societi side vote game disappear machin machin base nuclear weapon stop picket pull fenc british troop northern ireland wonder victori falkland plastic bullet riot polic udm tuc isol gay law order richer boss poorer worker toast democraci prison guard societi side vote game disappear machin machin longer hour less pay court get way beat peopl step line use troop break strike expuls extremist polit witch hunt repatri benefit cut peac settlement strike agreement author power govern annual rise wage vest interest privileg parti win next elect definit victori capit
80-michaelangelo,2006,chumbawamba,Rock,michaelangelo geniu artist architect physician darl florentin scene inventor scientist mathematician less well known regular stint florenc footbal club renaiss soccer player good either foot world class rounder front midfield goal great pencil surgeon knife better ball
safety-pin-stuck-in-my-heart,2006,chumbawamba,Rock,love graveyard eye love stupid lie love beat beat beat beat beat love tatter tie love know love beat beat beat beat beat got safeti pin stuck heart love profess hate love card fate love beat beat beat beat beat love paint shoe love friend never choos
knickers,2006,chumbawamba,Rock,hole knicker dear calvin dear calvin hole knicker dear calvin hole
98-shot,2006,chumbawamba,Rock,gather round 18th tee pringl tartan shoot stick binocular pois readi use watch wait goe great shot great shot shot great shot aspir middl class want shake golfer hand great shot great shot shot great shot golfer busi watch ball land sand
23-the-fun-in-games,2006,chumbawamba,Rock,littl leagu spare time sport work team pub team sandwich dart competit orang half time spare time tenni scrambl field hustl bustl love game jack high local bowl match winner loser much bloke hang around technic improv capit gain invest plan advertis space come put end fun game come put end fun game come put end fun game
72-not-sport,2006,chumbawamba,Rock,bird strung barb wire hang sun grous moor trampl crack gun greyhound snap hare run corps fox day done kill fun
64-the-rise-and-fall-and-rise-of-greavsie,2006,chumbawamba,Rock,greavsi well black lad gettin banana thrown well seem bit unfortun mean sit bench start anoth drink drown sorrow watch geoff hurst hat trick pressur success led bottl famou drink footbal person see everi week clever mouth feet song critic think say mean seem bit unfair mean breakfast death greavsi
piggies-in-revolution-9,2006,chumbawamba,Rock,seen littl piggi crawl dirt littl piggi life get wors alway dirt play around seen bigger piggi starch white shirt find bigger piggi stir dirt alway clean shirt play around sti bark care goe around eye someth lack need damn good whack well tell tell amon tell number nine number nine num three man number nine everywher lot piggi live piggi live see dinner piggi wive clutch fork knive eat bacon number nine know number nine sound number nine number nine sing caus walk away
farewell-to-the-crown,2006,chumbawamba,Rock,poacher come poacher gun wood shoot someon lord time come right eye fell master chanc away pomp circumst come join merri danc rhythm goodby farewel jewel crown farewel velvet gown watch come tumbl goodby crown goodby crown goodby king noth realli wave hand life riley part nazi part king billi goodby crown goodby dear old mum mummifi gin rum smile wave play dumb goodby crown goodby media whore piou work poor face wore goodby crown goodby royal famou pedigre let put dog sleep goodby crown
football-song,2006,chumbawamba,Rock,season end stand come one less heart one town box warm quiet stone see anim feed anim bone nice nice dull nice season end stand come one less heart one town
lying-in-the-dirt,2006,chumbawamba,Rock,chapt one manf ugga ugga freak man grab hold wrong end branch snap man fallen fallen ground brown felt right dick lie dirt ground day reek vengeanc upon ground
65-indoor-league,2006,chumbawamba,Rock,get anoth drink get sat game shave penni loser get next round get anoth drink get arrow game 501 mine pint stout get anoth drink got two shot rememb stripe spot get anoth drink make bar much sport understand much beer sithi
61-gobsmacked,2006,chumbawamba,Rock,outsid pub smack gob get four long year wormwood scrub put ring fit glove get money fame love smack peopl gob smack peopl gob
37-leather-on-willow-etc,2006,chumbawamba,Rock,farnley park cricket ground sycamor tree stand thirti feet insid boundari think someon slap preserv order tree good player take game serious advertis board get way comput scoreboard hip hip hooray old bloke stubbi pencil end miss run two see busi look sycamor tree say part game agre
we-don-t-go-to-god-s-house-anymore,2006,chumbawamba,Rock,drive bypass damascu saw preacher tri hitch ride pair broken wing suitcas full sin gather dream jump insid pull malatesta suitcas lift voic began sing song desper lead action seriou fun begin god hous anymor saw light walk right door god hous fun dog hous god hous anymor well drive tast sweet salvat sung away pulpit past preacherman sang harmoni highway life went fast preacher got crossroad said end begin left behind wing malatesta memori song sing god hous anymor saw light walk right door god hous fun doghous god hous anymor
