song,year,artist,genre,lyrics
hog-heaven,2006,frank-zappa,Rock,bozzio god realli beauti hearn
deseri,2006,frank-zappa,Rock,danc deseri boy jealou happi deseri happi whenev deseri save lovin deseri never untru never ever make blue never sigh cri sit pine share love divin deseri mine happi whenev deseri caus save lovin deseri
i-have-been-in-you,2006,frank-zappa,Rock,ooh ooh ooh ooh ooh ooh ooh ooh well babi intim entwin sure fine babi see togeth thought would never return forev understand outta everywher want ye know true mighta mayb know mayb differ littl girl time wash yer stinki hand head roll goin goin aah goin aah goin aah goin aah goin babi true goin babi later get goin aah
janet-s-big-dance-number,2006,frank-zappa,Rock,mark volman howard kaylan ian underwood aynsley dunbar georg duke martin lickert ruth underwood jim pon mark volman howard kaylan clock upon wall struck midnight hour finish call girlfriend shower practisiss practiss practis
baby-snakes,2006,frank-zappa,Rock,babi snake late night come babi snake sure know talkin pink wet make best kinda pet babi babi snake look around coupl right near babi snake mayb think probabl hear pink wet take get babi babi sna ke yeah live hole usual empti live code usual smpte stand societi motion pictur televis engin mayb think keep sync wet pink think give give give drink babi sna akesss
she-painted-up-her-face,2006,frank-zappa,Rock,mark volman howard kaylan ian underwood aynsley dunbar georg duke martin lickert ruth underwood jim pon mark volman howard kaylan paint face sat mirror paint face drew mirror nearer practisiss practiss practis stare stare secret stare would use worthi look victim appear
the-crab-grass-baby,2006,frank-zappa,Rock,frank zappa steve vai ray white tommi mar chuck wild arthur barrow scott thune jay anderson mann chad wackerman ike willi terri bozzio dale bozzio napoleon murphi brock bob harri johnni guitar watson crab grass babi stroke pompadour pompaduooor pompaduooor pompaduooor stroke pompadour father stroke nice tell problem car girlfriend ooo woo white man burden girlfriend use booz tear upholsteri rip seat complet got fifti six old time got run decent got wreck tran tore complet get anoth oldsmobil hard child car uck buy volvo faaather harri boy terrif artifici rhonda crab grass babi one adam twelv see enorm white pompadour good one hoo hoo hoo harri boy young yet wise crab grass babi poop pant poop pant poop pant went doodi faaather sob sob sob sob sob harri boy vocabulari astonish crab grass babi suck littl cock everi harri boy ohhh lucki son like crab grass babi barf gag volvo harri boy wait show fella mine shaft crab grass babi take movi buy balloon stroke pompadour harri boy look look look pecker wouldja goodji goodji goodji goo hoo hoo hoo thing fish di boy provlem howev bout nice round applaus three wise mammi comin atcha outa chute numba five
mspinky,2006,frank-zappa,Rock,got girl littl rubber head rins everi night bed never talk back like ladi might look like love everi time get name lie give tri cri shi boy give tri eye shut ecstasi face cram throat peopl old place throw littl switch batteri pack poot shoot till wife get back name cri shi boy give tri got girl littl rubber head rins everi night bed never talk back like ladi might look like love everi time get eye shut ecstasi face cram throat peopl old place throw littl switch batteri pack poot shoot till wife get back poot shoot till wife get back poot shoot till wife get back poot shoot till wife get back poot shoot till wife get back poot shoot till wife get back
jcb-kansas-on-the-bus-1,2006,frank-zappa,Rock,jimmi carl black kanzu kanzu dick kunc dick barber hand wroaa wroaa wroaa got two microphon tape togeth tape dick togeth would say get feel blue lord sinc babi said goodby dee dee dee dee lord know sit cri lord sinc dead gone day said goodby well lord thought would die beer made milwauke famou brave hurt she got kind lovin lord love hear call sweet daddi
the-nancy-mary-music,2006,frank-zappa,Rock,frank zappa ian underwood georg duke jeff simmon aynsley dunbar phloresc leech eddi
put-a-little-motor-in-em,2006,frank-zappa,Rock,gon put littl motor spider gon put littl motor john could sort differ kind name motor although motor would spider dri motor wet motor right john right spider motor bill dri motor put thing half hour suddenli stand without wet motor tri get away spend bill end spend five caus got get four bill wet motor john good idea spider damp motor one sure moon let insid piano look place insid piano place alon ali pianonun icind bir meyhan olsa bir kahv icin oturpda azicik tavla oynasak nekadar guzel olur degilmi abi
stevie-s-spanking,2006,frank-zappa,Rock,frank zappa ray white steve vai tommi mar bobbi martin mann scott thune chad wackerman name stevi vai crazi guy last novemb recal need spank decid femal specimen would excitin night give spank laurel name came notr dame told day oughta thank spank larg soft beat made drool upon dork gave wank spank hair brush hair brush explain anoth game play devic banana slightli green vapor rise fill room cook banana said dri stevi tri drool littl drool greas banana later dawn laurel carri got right dress ate banana
harry-rhonda,2006,frank-zappa,Rock,frank zappa steve vai ray white tommi mar chuck wild arthur barrow scott thune jay anderson mann chad wackerman ike willi terri bozzio dale bozzio napoleon murphi brock bob harri johnni guitar watson rhonda harri dream girl harri told color folk rhonda alway sure sign good solid music entertain suppos know would ugli rhonda piss harri fuckin piss look fox harri know dear piss say incontin rhonda smell think get someth els harri leav ticket price hold hors probabl real piss theater piss probabl formula special stuff come right outta fur oolit rhonda happen broadway harri use could come one thing wind would rush plain fairi string would audienc har ask entertain harri absolut correct dear far seen singl good look pair leg singl sequin encrust whatchamacallit firm round breast show disast rhond complet utter disast thing fish mmmm say dere hey umm hmm thass right hey two ugli white folk heahhh know presenc carbonifer hard core unemploy gen ralli histor past guarante evenin upliftin frolic cavort would shame amiss di one got nice chair right ovuh heahhh harri rhonda rise cross thing fish sit chair offer immedi chain mammi harri uhhh beg pardon go rhonda touch harri harri harri harri someth put chain stuck chair miss intermiss harri theater chain rhonda sort rhonda real goddam chain harri gon come woolit harri mind way feel bother honey relax flow rhonda harri educ shit head thing fish look folk di protexium get rollin heah thing happnin place dat could prove danger person previous acquaint wit san quentim potato rhonda want wind come rush plain want fairi string audienc want real broadway entertain feather spot light guilt hour upon hour guilt father brave women suffer hand infantil insensit domin men get potato head jig boo cathol cloth incomprehens lip weak bladder drain abnormin larg organ jesu harri fuck go harri simmer roll punch rock boat sure love even theater thing fish thass right got fairi string ass je littl later meanwhil liev requir updat log nuh situatium sister wouldewlla express yoeff
agency-man,2006,frank-zappa,Rock,frank zappa ian underwood bunk gardner motorhead sherwood roy estrada preston arthur tripp jimmi carl black member bbc symphoni orchestra ronald reagan run presid sell presid agenc man smile big brother stern father perhap sell presid agenc man smile know never crap let tri california pay first get smilin nazi march right wham babi kiss babi ladi tea bunch speech well toss free sell presid agenc man smile big brother stern father perhap sell presid agenc man smile know never crap sell movi tube throughout year sell bucket oki drink beer teach walk talk putti chin print pictur everywher cours shmuck win heart death valley rule land simpl trick simpl pig way plan
stucco-homes,2006,frank-zappa,Rock,part leather convers
canarsie,2006,frank-zappa,Rock,
america-drinks,2006,frank-zappa,Rock,ray collin jimmi carl black billi mundi roy estrada preston bunk gardner motorhead sherwood tire find heart could blind dear could fool like rest came strong fast car class ring sad eye fell whole thing regret met girl break heart like noth done know feel like
nasal-retentive-calliope-music,2006,frank-zappa,Rock,frank zappa billi mundi bunk gardner roy estrada preston jimmi carl black ian underwood motorhead sherwood suzi creamchees dick barber beauti god god see god
chunga-s-revenge,2006,frank-zappa,Rock,frank zappa ian underwood sugar cane harri max bennet aynsley dunbar
a-game-of-cards,2006,frank-zappa,Rock,frank zappa motorhead sherwood arthur tripp ian underwood realli get profession dress room wait vanilla fudg motorhead arthur dyer tripp third play card arthur pair queen shit motorhead pissi pissi poop arthur two card motorhead pissi pissi poop arthur way give good chanc buddi motorhead take sonabitch arthur better motorhead took arthur run spade straight motorhead took arthur got number motorhead whaddaya know arthur knew one want hear fuzzton wahhh motorhead shink evvyz gon awright arthur account offic
cheepnis,2006,frank-zappa,Rock,frank zappa georg duke tom fowler ruth underwood jeff simmon preston bruce fowler walt fowler napoleon murphi brock ralph humphrey chester thompson debbi lynn robert camarena cheepni let tell someth like monster movi anybodi love monster movi simpli ador monster movi cheaper better cheepni case monster movi noth budget film help true cheepni exemplifi visibl nylon string attach jaw giant spider tell good one saw one time think name film onquer world ever see one monster look sort like invert ice cream corn teeth around bottom look like like teepe round pup tent affair got fang base know threaten sight got frown know ugli mouth everythin one scene monster come cave see alway scene come cave least rest cast musta made aro 1950 lapel like wide tie wide short alway littl revolv gon shoot monster alway girl fall twist ankl hey hey cours know weaker sex everyth twist ankl behalf littl ice cream corn well particular scene scene wan take caus musta good want keep monster came cave left hand side screen much two four attach bottom thing guy push obvious camera somebodi goin get back drag littl bit guy goin kch kch cheepni right cheepni one two three four ate hot dog tast real good watch movi hollywood littl miss muffett squat took turn around said see littl string giant spider zipper black lagoon vent tank bubbl jelli paint watt bulb use slime droozl rumpl wrinkl cardboard rock canva cave soft suit hat tie wide short scientist man chemistri ladi roll away mind monster ate japan ladi gentlemen monster peasant area call frunobulax seen approach power plant bullet stop rocket stop may use nuclear forc come poodl dog big blimp rhineston collar snappin tree like bonsai would ornament dri wobbl landscap keep away let poodl bite let reproduc somebodi get pant nation guard form base mountain attempt lure enorm poodl toward cave hope destroy napalm thousand trooper line call monster fido fido fido got great big slimey thing got great big heavi thing got great big poodl thing got great big hairi thing amon everybodi let get distil water get can good get toilet paper know need shelter babi babi shelter shelter littl miss muffett squat see littl string danglin make leg wabbl mouth flop shut horribl eye horribl eye horribl eye rollin around yee yee laugh till yer weak yer knee sorri caus wan know need littl cheepni pleas babi sorri caus wan know need littl cheepni pleas babi sorri caus wan know need littl cheepni pleas
charlie-s-enormous-mouth,2006,frank-zappa,Rock,frank zappa ike willi ray white bob harri steve vai tommi mar arthur barrow mann david ocker motorhead sherwood denni walley david logeman craig steward jimmi carl black ahmet zappa moon zappa charli enorm mouth well awright girl got larg mouth awright teeth look okay must brushin quit bit cours mouth extra larg assum usin charli enorm mouth well awright girl got larg mouth awright got lip around hole put food call mouth call mouth call mouth good place toungu includ call mouth call mouth call mouth charli enorm nose well white girl got larg nose white okay blowin quit bit cours friend extra larg assum choosin charli enorm nose well white girl got larg nose white got stuff around hole put spoon call nose call nose call nose final rot away guess would prob drive truck use call nose call nose call nose charli disgust brain well black girl got dead brain come back use convey took extra hit cours friend extra dumb terribl excit watch doin charli disgust brain well black girl got dead brain come back got dirt around hole dump box call grave call grave call grave good place chump repos call grave call grave call grave
ian-underwood-whips-it-out,2006,frank-zappa,Rock,frank zappa ray collin jimmi carl black roy estrada preston billi mundi bunk gardner ian underwood arthur tripp motorhead sherwood ruth komanoff ian name ian underwood straight member group one month ago heard mother invent theater heard two ocass second ocass went jim black said like music would like come play two day later came record session frank zappa sit control room walk said would name ian underwood like music like play group frank zappa say fantast said play alto saxphon piano said right whip
the-lad-searches-the-night-for-his-newts,2006,frank-zappa,Rock,mark volman howard kaylan ian underwood aynsley dunbar georg duke martin lickert ruth underwood jim pon choru lad search night newt
artificial-rhonda,2006,frank-zappa,Rock,frank zappa steve vai ray white tommi mar chuck wild arthur barrow scott thune jay anderson mann chad wackerman ike willi terri bozzio dale bozzio napoleon murphi brock bob harri johnni guitar watson thing fish look wouldewlla horribl liev muthafuck bout ask dat rubber girl danc harri boy hey good lookin thing fish see told harri boy may danc thing fish muthafuck barf right outa gag wit spoon harri boy nice girl like place like come often thing fish yow harri boy got girl littl rubber head rins everi night bed never talk back like ladi might look like love everi time get name cri shi artifici rhonda plastic pie eye shut ecstasi face cram throat peopl old place throw littl switch batteri pack poot shoot till make gack name cri shi artifici rhonda plastic pie ensembl boy got girl wit lil rubber haid rins evvi night je befo bed gon grow marri dat trash wit ugli rubber head flateabl gash je kinda girl di sucker might need littl bit dumb peopl ye inde boy wan rhonda jeffo hisseff gon take got til nothin lef gon take got til nothin lef gon take got til nothin lef gon take got til nothin lef
punky-s-whips,2006,frank-zappa,Rock,terri bozzio roy estrada adrian belew mann patrick hearn tommi mar peter wolf alright thank thank wait minut take today rapidli chang world rock group appear everi fifteen minut utilis new promot devic devic known leav irrepar scar mind foolish young consum one case seat littl skinni terri ted bozzio cute littl drummer right terri recent fell love public photo boy name punki meadow lead guitar player group call angel photograph punki seen beauti shini hairdo semi profil emphas pootch succul insol pout rictu sight drove helpless young drummer mad desir stand way pout caus might pout punki meadow pout bet sailor mean mean pout pout hair shini done real nice til squirm ecstasi punki punki give lip die punki romant punki punki give lip die promis come mouth punki punki album shit wrong realli queer ever got near steven tyler would pay see pay see punki lip punki lip hair shini love hip love teeth gum punki angel much boy thought lone teenag room havin rash keep girl away skin doom doctor say make wonder wonder punki rehears today hear play hair pretti would like bite neck heard rumor fluid jeff beck queer gay wrist array punki lip punki lip love hair eatin dunk chip yeah love blink blank blank blank mayb would like yank crank yank punki yank faster yank harder yank nite long come punki get funki queer gay wrist array told queer gay lord ond chiffo wrist array said ond chiffo wri ist array come punki give lip ride venu trip patrick hearn adrian belew tommi mar terri bozzio peter wolf mann thank comin show
magic-fingers,2006,frank-zappa,Rock,mark volman howard kaylan ian underwood aynsley dunbar georg duke martin lickert ruth underwood jim pon mark volman howard kaylan ooh way love ladi get hard could die ooh way love sugar get hard could die open pocketbook get anoth quarter drop meter mama tri size open pocketbook get anoth quarter drop meter mama tri size ooh way squeez babi red balloon pop behind eye ooh way squeez girl red balloon pop behind eye open pocketbook get anoth quarter drop meter mama tri size open pocketbook get anoth quarter drop meter mama tri size mark volman realli wan pleas howard kaylan know babi mark volman well tell realli wan know howard kaylan would right tell tonight mark volman better tell right away dress howard kaylan get mad big thing mark volman better tell right away treat cold howard kaylan hold hold hold hold well lot reason would drag girl back plastic hotel room rip spare chang run run vibrat machin attach size bulk purchas kapok infest remov tag penalti law type bed make take littl cloth nearli stark rave nude make assum seri margin erot pose involv plastic chair old guitar strap wee wee hair beat pair tenni shoe got jeff beck
bobby-brown,2006,frank-zappa,Rock,hey peopl bobbi brown say cutest boy town car fast teeth shiney tell girl kiss heini famou school dressin sharp actin cool got cheerlead want help paper let work mayb later rape god american dream think extrem handsom sonofabitch gon get good job real rich women liber came creepin across nation tell peopl readi name freddi made littl speech tri make say vice left guess still hook shoot quick god american dream smell like vaselin miser sonofabitch boy ladi know went bought leisur suit jingl chang still kinda cute got job doin radio promo none jock even tell homo eventu friend sorta drift along take hour tower power long get littl golden shower god american dream spindl till make scream anyth get ahead lay awak night sayin thank fred god god fantast thank freddi sexual spastic name bobbi brown watch goin name bobbi brown watch goin etc
dental-hygeine-dilemma,2006,frank-zappa,Rock,mark volman howard kaylan ian underwood aynsley dunbar georg duke martin lickert ruth underwood jim pon bad concienc han min noon toon han toon han good concienc jeff bad concienc han toon ran toon ran toon fran min han toon ran toon nan toon fram good concienc jeff simmon man stuff great donovan appear word peac love etern cosmic wisdom lead guid path everlast pse armic neglig midst drug induc nocturn emiss good concienc good conscienc jeff know see cosmic love puls matrix becom technicolor interposit jeff simmon hmm would buy incens hip good concienc mysteri exot orient fragranc beatl get jeff simmon thought recogn mmm musk good concienc jeff know good jeff simmon right heavi good concienc ye jeff guid light listen rip towel jeff bad concienc kiss littl nitwit jeff simmon hey man deal good concienc listen jeff good make bad thing jeff simmon mean make sin good concienc ye jeff sin jeff simmon wow bad concienc jeff would like word soul good concienc listen jeff bad concienc wast life night night play comedi music jeff simmon right heavi group good concienc comedi music bad concienc jeff soul jeff simmon group ever get play zappa comedi music eat bad concienc jeff jeff simmon get tens bad concienc cours boy jeff simmon stuff make alway wall bad concienc would best leav stern employ jeff simmon quit group bad concienc make big jeff simmon right bad concienc cours jeff simmon small ahmet ertegun use towel bathmat six week ago rancid motel orlando florida highest mildew rate commerci lodg facil within territori limit unit state natur exclud tropic possess still damp aroma best ever got say elixir tri steak clean nylon small warn made home offic fruit bad concienc real jeff rip ashtray get rid inner tension quit comedi group get group togeth heavi like grand funk black sabbath good concienc jeff good concienc peac love bad concienc bollock mark volman howard kaylan say elixir mark volman jeff gone stuff bad concienc never use elixir stuck incens atlanti mark volman billi mountain dress like donovan fade wall mount screen jeff flip road fatigu got get back normal zappa find teal make movi bad concienc brilliant career ahead boy get group mark volman howard studebach hoch dress like jim pon give career guidanc bass player rock orient comedi group jeff imagin gone beyond fring audienc ehens howard kaylan jeff jeff phloresc leech mark volman jeff jeff eddi mark volman howard kaylan wowwww say elixir mark volman howard kaylan put steak send oversea put surfboard slip tri red balloon blow balloon put heh pizza put shoe tie mic fill tire use clean swim pool sell mother tell tie die kit even believ happen starch shirt iron goe easier window never look better whole life ladi gentlemen inhal make voic three key higher even stand happen put hair tonic heh heh ever tri soak shirt soak teeth let play piano follow around block wear instead jean bath puppi feed duck use instead swim pool breath wowwwwww wowwwwww say wowwwwww
sleeping-in-a-jar,2006,frank-zappa,Rock,frank zappa ray collin jimmi carl black roy estrada preston billi mundi bunk gardner ian underwood arthur tripp motorhead sherwood ruth komanoff middl night mommi daddi sleep middl night mommi daddi sleep middl night mommi daddi sleep sleep mom dad sleep sleep jar
our-bizarre-relationship,2006,frank-zappa,Rock,frank zappa ray collin jimmi carl black roy estrada preston billi mundi bunk gardner ian underwood arthur tripp motorhead sherwood ruth komanoff bizarr chees bizarr one could ever understand bizarr relationship intellectu frigid housekeep especi would go bed one chick night wake morn find anoth one scream ask fuck chick walk one night never forget long live hous shit cat flea lot crab proceed give everyon laur yon except elmor phil sick ball elmor mental approxim one peanut possibl matter fact rememb elmor tell lot talent see anyon could ever make insist say fuck stage use drive gold cadillac peer window caus never get unit groupi statu possibl year old ratchet
be-bop-tango,2006,frank-zappa,Rock,frank zappa georg duke tom fowler ruth underwood jeff simmon preston bruce fowler walt fowler napoleon murphi brock ralph humphrey chester thompson debbi lynn robert camarena may know tango popular danc anymor one time reput danc unbridl passion back old day easi get hard make contact member opposit camp resort thing like danc close togeth go hey day well day probabl gone forev know unless nixon go bring back littl bit later special highli evolv permut actual pervert tango time ye pervert bop tango special entertain event includ choreographi littl bit later watch fol turn big light may need know one audienc heh heh okay readi fast caus wan get right note tape one one right note okay readi hard one play one two three four cowbel symbol unbridl passion ladi gentlemen might notic bruce fowler complet sort trombon solo base idea evolv tango event bruce also prepar demonstr hope sweep ocean right mud shark bruce warm import muscl bodi prepar prepar real live bop tango gon demonstr napoleon assist napoleon put horn relax put head back come drill okay heh heh heh know talkin okay sort like jazz peculiar way jazz dead smell funni okay let yeah man jazz man know mean bop even though think doe sound like bop might notic music educ tell note georg sang went bop even though sound like actual sort twist form theme tango get even deprav number goe georg attempt dismemb melodi play sing time dup hey way sort danc okay tri georg dup dee yeah say point get volunt audienc know god need heh heh heh matter fact wann peopl never tri bef ore never even thought tri boy girl prefer like would like come attempt danc georg sing anybodi one okay name carl name carl pleas carl step stage pleas meet carl alright okay let see anybodi back hey name rick rick jane rick jane carl alright work beat go like pedestrian beat danc beat danc georg sing okay littl okay littl quick one okay readi georg make danc dup rick reserv readi give georg dup dup dee come loosen listen encourag okay alright one time dup dee let studi phenomenon duppi dup dee look rick jane carl wonder reserv still know wil ybe minut okay tell back seat bring next batch okay carl rick jane alright wan tri anyth say frank god alright name lana right lana danc dup dee dup like dup dee dup lana good bring peopl assist brenda import edward air forc base gentlemen brenda brenda profession harlot got finish strip bunch guy edward air forc base made time show take boy car realli good okay heh brenda brenda love assist name carl robert jame davi prefer herb cohen ladi gentlemen okay dip still adagio keep tell dup dee turn bubbl machin dup dee dup dee god cheap bubbl machin bow gentlemen wife ladi gentlemen probabl sit chair say could cours big chanc first step easi got stand ahead stand stand ye stand much fun stand okay turn big light everybodi see go ye mani stand okay link mind mind georg duke dup play funni fast littl note twitch around good time bop tango let tri anyth wan alright got anyth anna alright ye got know came right place tonight might guess ladi gentlemen end concert ike thank ver wan thank much come hope good time bruce fowler trombon napoleon murphi brock tenor sax lead vocal ruth underwood percuss humphrey drum chester thompson drum tom fowler bass georg duke keyboard thank much alright alright
lonely-little-girl,2006,frank-zappa,Rock,frank zappa billi mundi bunk gardner roy estrada preston jimmi carl black ian underwood motorhead sherwood suzi creamchees dick barber right two hit record chart made money boy lot work mean carryin lone littl girl mommi daddi care lone littl girl thing say hurt heart late start understand way feel world unreal lone lone lone lone littl girl children poor unfortun victim system beyond control anni went town creep bring around children poor unfortun victim lie believ anni went town
the-man-from-utopia,2006,frank-zappa,Rock,well stori man live pistoia stori man live pistoia funni littl fellow feet like show well girl toni got well girl sinobbio say got everyth could still lock bathroom still lock bathroom took milan lock hotel mari lou child big fool mari lou child big fool everyth could
let-s-move-to-cleveland,2006,frank-zappa,Rock,run lord lie know let mean woman make fool took money wreck new car one good time buddi drinkin cross town bar sometim feel sometim feel like tie whippin post tie whippin post good lord feel like dyin friend tell fool got stand take love drown sorrow look done nothin seem chang bad time stay run sometim feel sometim feel like tie whippin post tie whippin post good lord feel like dyin
the-sealed-tuna-bolero,2006,frank-zappa,Rock,mark volman howard kaylan ian underwood aynsley dunbar georg duke martin lickert ruth underwood jim pon mark volman howard kaylan town town seal tuna sandwich seal tuna sandwich wrapper glu baloney rack goe cent whack rancid littl snack plastic bag matron habr blown crack die suck fring jimmi carl black
planet-of-my-dreams,2006,frank-zappa,Rock,bob harri ray white ike willi thana harri georg duke patrick hearn chad wackerman planet dream earth earth bulg seam earth earth full mani scheme sunlight beam glori scienc milit allianc reveal basic worth along mound dead applianc planet dream earth earth hear muffl scream earth earth though often seem televison beam ignor rampant goverment goon care know shall despair cheat like rest keep best cheat cheedli cheat ahead cheat cheedli cheat ahead cheat cheedli cheat ahead cheat cheedli cheat ahead
lost-in-a-whirlpool,2006,frank-zappa,Rock,captain beefheart bobbi zappa frank zappa well lost whirlpool yeah babi head goin round well ever sinc babi flush goin round yeah around around well lost whirlpool keep goin big brown fish lookin got eye could motherfuck possibl see ooh babi babi gon afraid gon touch well lost whirlpool even see babi come help pour drano get plunger right let know littl secret babi gettin tire pee strang mother goos ooh head noos
flambay,2006,frank-zappa,Rock,georg duke dave parlato patrick hearn jame bird leg youman terri bozzio chester thompson chad wackerman ruth underwood thana harri bruce fowler use kind crude way alway like want smart handsom either thrill drill never love monster quit like love flambay kiss burn kiss turn queen throne shrivel spool stand alon spider fool need fondl tool guess bug way realli need love realli need hair get mat grey broom clean room mess made day earthl worm nibbl away hunchentoot love could desert hunchentoot brute see want stay flagrantli ecstasi etern love flambay kiss burn kiss turn queen throne shrivel spool mind unkind caus spider rule ye real cool littl web spool spider drool let float pool
drafted-again,2006,frank-zappa,Rock,regist mail special deliveri gon hafta sign fer buddi know littl sumbitch goddam littl communist wan get draft wan wan get draft phooey wan get draft wan wan get draft woh woh roller skate disco lot fun young stupid oper gun lacelia jackson come wan get draft nanci butterworth come next contest sooooo wan get draft also wan get draft new car wan get draft sister wan get draft wan sister wan get draft sister wan get draft wan sister wan get draft war realli ugli dirti cold want nobodi shoot fox hole fox hole aiieeeeeeeee shot fox hole aiieeeeeeeee shot fox hole aiieeeeeeeee shot fox hole aiieeeeeeeee shot fox hole leav nose alon pleas
beauty-knows-no-pain,2006,frank-zappa,Rock,frank zappa ike willi ray white bob harri steve vai tommi mar arthur barrow mann david ocker motorhead sherwood denni walley david logeman craig steward jimmi carl black ahmet zappa moon zappa beauti know pain cryin girl beauti know pain cryin girl beauti know beauti know beauti know even yer plain could tryin girl even yer plain could tryin girl beauti beauti beauti beauti bikini wax waitin yer nail dri beauti color pencil scribbl around yer eye beauti pair shoe make wan die beauti beauti beauti lie care lie caus beauti guy head north feet south save rest charli mouth head north feet south save rest charli enorm mouth
approximate,2006,frank-zappa,Rock,frank zappa napoleon murphi brock georg duke ruth underwood tom fowler chester thompson one two one two three four alright melodi mouth perform eva wed come ruth come come ruth sing along come ruth harmon ren henna okay achtung one two one two three four wonder hit chester shoe chester suzi quattro funki take towel want take countri pay towel insist towel suitcas get custom way number three feet hey modern later danc contest lucki member audienc win quart finnish champagn good good wan see long right okay alright way exhilar eric dolphi memori barbecu hey good idea thank thank much thank thank thank thank much thank thank giddi thank thank
dew-on-the-newts-we-got,2006,frank-zappa,Rock,mark volman howard kaylan ian underwood aynsley dunbar georg duke martin lickert ruth underwood jim pon choru dew newt got newt money dew payment rental dewi littl newt got got dewi left yard night though get uptight littl vixen sauci littl vixen know know dash night
the-sheik-yerbouti-tango,2006,frank-zappa,Rock,frank zappa adrian belew tommi mar peter wolf patrick hearn terri bozzio mann napoleon murphi brock andr lewi randi thornton davey moir dontcha take seashor berni
shut-up-n-play-yer-guitar,2006,frank-zappa,Rock,
the-mammy-nuns,2006,frank-zappa,Rock,frank zappa steve vai ray white tommi mar chuck wild arthur barrow scott thune jay anderson mann chad wackerman ike willi terri bozzio dale bozzio napoleon murphi brock bob harri johnni guitar watson ensembl got talkin shoe mammi nun thing fish ensembl import news mammi nun thing fish ensembl destroy blue mammi nun thing fish sho ensembl sho danc sing lot fun thing fish ensembl doin everyth lot fun thing fish ensembl doin buck wing lot fun offa wall thing fish ensembl broadway new day thing fish broadway new day dat right dat say ensembl say thing fish yeah bout wif nakkin ensembl one dey callin amammi nun thing fish ugli sin ensembl mammi nun lookin good wit nakkin thing fish got nasti grin ensembl mammi nun lookin good wit nakkin thing fish sho ugli ensembl mammi nun lawd lawd lawd lawd lawd lawd lawd lawd lawd mammi nun thing fish step right folk meet amammi nun two ugli white folk hafta excus sister dey put mash potato render dem incontin anyhow ovuh heahhhh scint ing sister owl gonkwin jane cow hoon delect sister ghenghi adoni osmosi long wif sister potato head bobbi brown ever popular sister ann devin howsabouta armin welcom sister jasmin noxema tapioca unscrut companium sister wouldewlla host thing fish ensembl broadway new day say one dey callin amammi nun thing fish dress kill ensembl lookin good thing fish give quit thrill ensembl dancin good wit dancin skill wit nakkin lawd
later-that-night,2006,frank-zappa,Rock,ray collin frank zappa roy estrada jimmi carl black arthur tripp ian underwood preston motorhead sherwood bunk gardner sure must tri break heart mine thought knew love would share love fine later night threw padlock door cloth street caus want love cryyyd cryyyd cri hart cri heart later night babi put street threw best sharkskin suit lawn right top dog wast best white shirt collar front lawn cuff link lem back dere dere huffa puffa huffa puffa room breath alright honey come closet
the-rejected-mexican-pope-leaves-the-stage,2006,frank-zappa,Rock,frank zappa ian underwood bunk gardner motorhead sherwood roy estrada preston arthur tripp jimmi carl black member bbc symphoni orchestra finish robot combo boo point reject mexican pope leav stage reject mexican pope leav stage one two three four undaunt band play
take-your-clothes-off-when-you-dance,2006,frank-zappa,Rock,frank zappa billi mundi bunk gardner roy estrada preston jimmi carl black ian underwood motorhead sherwood suzi creamchees dick barber come time everybodi lone free sing danc love come time everi evil know evil rise care hair long short spray partli gray know hair wah wah wah wah come time everybodi lone free sing danc love come time everi evil know evil rise care poor afford buy pair mod stretch elast pant come time even take cloth danc
someplace-else-right-now,2006,frank-zappa,Rock,gilli would like someplac els right much crowd would like girl
gee-i-like-your-pants,2006,frank-zappa,Rock,part leather convers identifi last port entri space wander
baked-bean-boogie,2006,frank-zappa,Rock,frank zappa lowel georg roy estrada preston buzz gardner ian underwood bunk gardner motorhead sherwood jimmi carl black arthur tripp
rudy-wants-to-buy-yez-a-drink,2006,frank-zappa,Rock,frank zappa ian underwood georg duke jeff simmon aynsley dunbar phloresc leech eddi howdi doodi union man call rudi boy paid card know pleas meet tryin day reach union help everyon rock roll star rock roll star alway know care much way treat say got lot reason everi day get chanc meet check see wrong done one good reason carri gun hope bulg bum wan get good look let pull right let pull right let pull right let whip right howdi doodi union man call rudi boy paid card know pleas meet tryin day reach union help everyon rock roll star hahahaha welcom chicago welcom welcom local alway hear say work due coupl buck sure glad pay whip receipt away away away away away away away doowah
